,Unnamed: 0.1,Unnamed: 0,createTimeISO,Likes,text,uniqueId,videoWebUrl,Sentiment,Sentiment_category
1478,1478,2429,2024-07-04,1,brand fallen love,fabbeautyboss,https://www.tiktok.com/@rhode/video/7387447492893363498,0.5,Strongly Positive
1479,1479,2430,2024-07-03,8,juiceboxes,unicornpower347,https://www.tiktok.com/@rhode/video/7387447492893363498,0.0,Neutral
1480,1480,2431,2024-07-04,1,want boyfriend like,zoteichalthleng,https://www.tiktok.com/@rhode/video/7387447492893363498,0.0,Neutral
1481,1481,2432,2024-07-04,1,begging international shipping,majavitaonic,https://www.tiktok.com/@rhode/video/7387447492893363498,0.0,Neutral
1482,1482,2434,2024-07-03,3,rhode start shipping rest europe rhode skin,user3373612380188,https://www.tiktok.com/@rhode/video/7387447492893363498,0.0,Neutral
1483,1483,2435,2024-07-03,2,michelle leigh brooke witt fiona got juice boxes today damn,bbl_mango,https://www.tiktok.com/@rhode/video/7387447492893363498,0.0,Neutral
1484,1484,2436,2024-07-04,1,waited hours line worth,misiuniaax_,https://www.tiktok.com/@rhode/video/7387447492893363498,0.3,Positive
1485,1485,2438,2024-07-03,1,rhode pop fun experience,eashaaah,https://www.tiktok.com/@rhode/video/7387447492893363498,0.3,Positive
1486,1486,2439,2024-07-03,3,ship south africa,rosee.carim,https://www.tiktok.com/@rhode/video/7387447492893363498,0.0,Neutral
1487,1487,2440,2024-07-03,2,slay zoe zoe,nycmelanie,https://www.tiktok.com/@rhode/video/7387447492893363498,0.0,Neutral
1488,1488,2441,2024-07-03,1,plis plis put sprinkle web page,jacky_garrido,https://www.tiktok.com/@rhode/video/7387447492893363498,0.0,Neutral
1489,1489,2442,2024-07-03,1,get let line,kell.ash,https://www.tiktok.com/@rhode/video/7387447492893363498,0.0,Neutral
1490,1490,2443,2024-07-03,0,wish could made love rhode sm,naturallylorii,https://www.tiktok.com/@rhode/video/7387447492893363498,0.5,Strongly Positive
1491,1491,2444,2024-07-03,0,give us sprinkle rhode skin hailey bieber,claudia_nzauu,https://www.tiktok.com/@rhode/video/7387447492893363498,0.0,Neutral
1492,1492,2445,2024-07-03,0,wait order arrive,leighannesheila,https://www.tiktok.com/@rhode/video/7387447492893363498,0.0,Neutral
1493,1493,2446,2024-07-07,0,boyfriend sweet,tashcor,https://www.tiktok.com/@rhode/video/7387447492893363498,0.35,Positive
1494,1494,2447,2024-07-03,0,dallas,lisabreno,https://www.tiktok.com/@rhode/video/7387447492893363498,0.0,Neutral
1495,1495,2449,2024-07-03,0,give people sprinkle,janelledillree,https://www.tiktok.com/@rhode/video/7387447492893363498,0.0,Neutral
1496,1496,2450,2024-07-03,0,blush simply best,ba111leyy,https://www.tiktok.com/@rhode/video/7387447492893363498,1.0,Strongly Positive
1497,1497,2451,2024-07-16,197,hailey come nail poli match blu lip tints,allboutcle,https://www.tiktok.com/@rhode/video/7392378824014581022,0.0,Neutral
1498,1498,2453,2024-07-17,3,anyone know nail colors,hello.lilz_,https://www.tiktok.com/@rhode/video/7392378824014581022,0.0,Neutral
1499,1499,2454,2024-07-16,14,going start making rhode shades personality trait,katiegraceske,https://www.tiktok.com/@rhode/video/7392378824014581022,0.0,Neutral
1500,1500,2455,2024-07-17,8,need rhode australia please,hazel_592,https://www.tiktok.com/@rhode/video/7392378824014581022,0.0,Neutral
1501,1501,2456,2024-07-17,11,please please please need rhode uae pls thank,obsessedwitht_swizzle13,https://www.tiktok.com/@rhode/video/7392378824014581022,0.0,Neutral
1502,1502,2458,2024-07-17,2,teamwork girls love rhode,beatrizzmarquezz,https://www.tiktok.com/@rhode/video/7392378824014581022,0.5,Strongly Positive
1503,1503,2459,2024-07-16,4,perfect need buy asap,sj_itzel,https://www.tiktok.com/@rhode/video/7392378824014581022,1.0,Strongly Positive
1504,1504,2461,2024-07-17,3,sarah,yodeebs,https://www.tiktok.com/@rhode/video/7392378824014581022,0.0,Neutral
1505,1505,2462,2024-07-17,1,colors pretty,pink_clouds113,https://www.tiktok.com/@rhode/video/7392378824014581022,0.25,Positive
1506,1506,2466,2024-07-16,1,look cute,lilly_the_prepppy,https://www.tiktok.com/@rhode/video/7392378824014581022,0.5,Strongly Positive
1507,1507,2467,2024-07-16,1,day asking pr,allbeautytips,https://www.tiktok.com/@rhode/video/7392378824014581022,0.0,Neutral
1508,1508,2468,2024-07-16,1,wait mine come soon,mari.hernandez710,https://www.tiktok.com/@rhode/video/7392378824014581022,0.0,Neutral
1509,1509,2469,2024-07-21,0,bring rhode netherlands please,ohso.sophieee,https://www.tiktok.com/@rhode/video/7392378824014581022,0.0,Neutral
1510,1510,2471,2024-07-16,1,obsessed early,_notbribtw_,https://www.tiktok.com/@rhode/video/7392378824014581022,-0.2,Negative
1511,1511,2472,2024-07-16,1,got blush tiny cute tho,eternallybreathin,https://www.tiktok.com/@rhode/video/7392378824014581022,0.25,Positive
1512,1512,2476,2024-07-17,0,come sydney,not_raajvee,https://www.tiktok.com/@rhode/video/7392378824014581022,0.0,Neutral
1513,1513,2478,2024-07-18,0,dream sprinkle online,_avablack,https://www.tiktok.com/@rhode/video/7392378824014581022,0.0,Neutral
1514,1514,2480,2024-07-02,13,blu dropped,franshesca777,https://www.tiktok.com/@rhode/video/7387163980034215210,0.0,Neutral
1515,1515,2481,2024-07-03,2,please get outside america lost hope,user1095309413933,https://www.tiktok.com/@rhode/video/7387163980034215210,0.0,Neutral
1516,1516,2482,2024-07-02,2,gorg sleepy girl fav,destinyscribner,https://www.tiktok.com/@rhode/video/7387163980034215210,0.0,Neutral
1517,1517,2483,2024-07-02,2,first lov daily,get_ready_with_mai,https://www.tiktok.com/@rhode/video/7387163980034215210,0.125,Positive
1518,1518,2486,2024-07-03,1,spicy marg perfect coral,sonakaz,https://www.tiktok.com/@rhode/video/7387163980034215210,1.0,Strongly Positive
1519,1519,2487,2024-07-02,2,hailey bieber rhode skin pop los angeles countries please good job,penelope.castro03,https://www.tiktok.com/@rhode/video/7387163980034215210,0.7,Strongly Positive
1520,1520,2492,2024-07-03,1,ordered pls put tissue paper package,lovelybubba123,https://www.tiktok.com/@rhode/video/7387163980034215210,0.0,Neutral
1521,1521,2495,2024-07-03,4,waiting ship australia,itsmerhyleex,https://www.tiktok.com/@rhode/video/7387223376852536606,0.0,Neutral
1522,1522,2496,2024-07-03,8,juice box cute love one want sprinkle blush website tho,sonakaz,https://www.tiktok.com/@rhode/video/7387223376852536606,0.5,Strongly Positive
1523,1523,2497,2024-07-03,2,juice box def fav mine hard pick rhode doesnt miss,janieee31,https://www.tiktok.com/@rhode/video/7387223376852536606,-0.2916666666666667,Negative
1524,1524,2499,2024-07-03,2,cuttiee,user1356585545,https://www.tiktok.com/@rhode/video/7387223376852536606,0.0,Neutral
1525,1525,2505,2024-07-03,0,need color,hannahboo.22,https://www.tiktok.com/@rhode/video/7387223376852536606,0.0,Neutral
1526,1526,2516,2024-07-03,16,please restock piggy need bad,winntini,https://www.tiktok.com/@rhode/video/7387223376852536606,-0.6999999999999998,Strongly Negative
1527,1527,2517,2024-07-05,0,originall photo,jami.alb,https://www.tiktok.com/@rhode/video/7387223376852536606,0.0,Neutral
1528,1528,2518,2024-07-04,0,westman atelier using packaging since,demiedadario2,https://www.tiktok.com/@rhode/video/7387223376852536606,0.0,Neutral
1529,1529,2520,2024-07-03,1,brings rhode brazil please,thaynaraavs,https://www.tiktok.com/@rhode/video/7387223376852536606,0.0,Neutral
1530,1530,2521,2024-07-04,10,sold everything nicoletaveras recommends elite,nishanyc,https://www.tiktok.com/@rhode/video/7387459588519398699,0.0,Neutral
1531,1531,2522,2024-07-03,10,blu looks good,100deleon,https://www.tiktok.com/@rhode/video/7387459588519398699,0.7,Strongly Positive
1532,1532,2524,2024-07-08,1,want rhode shipping uae pls,obsessedwitht_swizzle13,https://www.tiktok.com/@rhode/video/7387459588519398699,0.0,Neutral
1533,1533,2525,2024-07-03,4,pls start shipping uae,b9uq,https://www.tiktok.com/@rhode/video/7387459588519398699,0.0,Neutral
1534,1534,2527,2024-07-03,2,difficult pick ones fav think ill say spicy marg fav atm,sonakaz,https://www.tiktok.com/@rhode/video/7387459588519398699,-0.5,Negative
1535,1535,2529,2024-07-03,1,blu favorite hard pick,janieee31,https://www.tiktok.com/@rhode/video/7387459588519398699,0.10416666666666666,Positive
1536,1536,2530,2024-07-03,1,buying full set rn,_emmarama,https://www.tiktok.com/@rhode/video/7387459588519398699,0.35,Positive
1537,1537,2531,2024-07-03,1,long lippies available,jenny_0209,https://www.tiktok.com/@rhode/video/7387459588519398699,0.17500000000000002,Positive
1538,1538,2532,2024-07-03,1,literally obsessed look amazing,hannahboo.22,https://www.tiktok.com/@rhode/video/7387459588519398699,0.050000000000000044,Neutral
1539,1539,2534,2024-07-03,1,happy blush restock,lovelybubba123,https://www.tiktok.com/@rhode/video/7387459588519398699,0.8,Strongly Positive
1540,1540,2536,2024-07-07,0,love every shade,fabbeautyboss,https://www.tiktok.com/@rhode/video/7387459588519398699,0.5,Strongly Positive
1541,1541,2537,2024-08-01,0,look good,iamcami10,https://www.tiktok.com/@rhode/video/7387459588519398699,0.7,Strongly Positive
1542,1542,2539,2024-07-03,0,love need,cute_frog470,https://www.tiktok.com/@rhode/video/7387459588519398699,0.5,Strongly Positive
1543,1543,2541,2024-07-03,1,hailey bieber rhode skin put sprinkle website,penelope.castro03,https://www.tiktok.com/@rhode/video/7387459588519398699,0.0,Neutral
1544,1544,2542,2024-07-03,0,rhode trkiye pleasw,badoliwqq,https://www.tiktok.com/@rhode/video/7387459588519398699,0.0,Neutral
1545,1545,2551,2024-07-04,10,perfect holiday weekend,brookwanner,https://www.tiktok.com/@rhode/video/7387813647403306270,1.0,Strongly Positive
1546,1546,2552,2024-07-04,5,lovve spicy marg,sonakaz,https://www.tiktok.com/@rhode/video/7387813647403306270,0.0,Neutral
1547,1547,2554,2024-07-04,4,ordered mine yesterday excited try,clairvoyancz,https://www.tiktok.com/@rhode/video/7387813647403306270,0.375,Positive
1548,1548,2555,2024-07-04,2,still shipping austria,vehlra_,https://www.tiktok.com/@rhode/video/7387813647403306270,0.0,Neutral
1549,1549,2556,2024-07-05,1,worldwide shipping please,rowanmo_,https://www.tiktok.com/@rhode/video/7387813647403306270,0.0,Neutral
1550,1550,2557,2024-07-05,1,need sprinkle blush,anaflo122,https://www.tiktok.com/@rhode/video/7387813647403306270,0.0,Neutral
1551,1551,2559,2024-07-07,0,ahh want get duo next,rm.lifeverse,https://www.tiktok.com/@rhode/video/7387813647403306270,0.0,Neutral
1552,1552,2564,2024-07-04,2,hailey bieber rhode skin launch pop los angeles countries,penelope.castro03,https://www.tiktok.com/@rhode/video/7387813647403306270,0.0,Neutral
1553,1553,2566,2024-07-04,2,waite order spicy marg,karoli_070,https://www.tiktok.com/@rhode/video/7387813647403306270,0.0,Neutral
1554,1554,2570,2024-07-04,4,start shipping rest europe please rhode skin,user3373612380188,https://www.tiktok.com/@rhode/video/7387813647403306270,0.0,Neutral
1555,1555,2571,2024-07-16,0,please accept cat,aangelinaa_02,https://www.tiktok.com/@rhode/video/7387813647403306270,0.0,Neutral
1556,1556,2576,2024-07-05,0,photo,jami.alb,https://www.tiktok.com/@rhode/video/7387813647403306270,0.0,Neutral
1557,1557,2577,2024-07-04,9,fact bought blush received box product insane customer service isnt anything,jadeschmall,https://www.tiktok.com/@rhode/video/7387813647403306270,-1.0,Strongly Negative
1558,1558,2578,2024-07-04,1,ive emailing back forth week bought many rhode products happen joke,jadeschmall,https://www.tiktok.com/@rhode/video/7387813647403306270,0.25,Positive
1559,1559,2579,2024-07-11,0,want see regular people models,bluerose_2020,https://www.tiktok.com/@rhode/video/7387813647403306270,0.0,Neutral
1560,1560,2580,2024-07-04,18,rhode unique love brand sm,kylieportman,https://www.tiktok.com/@rhode/video/7387617396468518175,0.4375,Positive
1561,1561,2581,2024-07-04,13,wait rhode popup orange county la,byjaimeerae,https://www.tiktok.com/@rhode/video/7387617396468518175,0.0,Neutral
1562,1562,2584,2024-07-05,2,rhode pretty please cherry top ship new zealand,zoe_bryers,https://www.tiktok.com/@rhode/video/7387617396468518175,0.29545454545454547,Positive
1563,1563,2585,2024-07-04,2,kensington trust,arlynna_km,https://www.tiktok.com/@rhode/video/7387617396468518175,0.0,Neutral
1564,1564,2587,2024-07-09,0,love rhode sm creative,makeherrun4it,https://www.tiktok.com/@rhode/video/7387617396468518175,0.5,Strongly Positive
1565,1565,2588,2024-07-04,0,please bring south africa litera princess treatment love rhode skin,brunette2344,https://www.tiktok.com/@rhode/video/7387617396468518175,0.5,Strongly Positive
1566,1566,2589,2024-07-04,0,rhode ship austria,giannaxinspo,https://www.tiktok.com/@rhode/video/7387617396468518175,0.0,Neutral
1567,1567,2590,2024-07-04,0,yes need sprinkle blush online pls rhode,sonakaz,https://www.tiktok.com/@rhode/video/7387617396468518175,0.0,Neutral
1568,1568,2591,2024-07-04,0,shipping australia please,piperlucyarmstrong,https://www.tiktok.com/@rhode/video/7387617396468518175,0.0,Neutral
1569,1569,2592,2024-07-04,9,bring back passionfruit lip treatment plss,_.nxki,https://www.tiktok.com/@rhode/video/7387617396468518175,0.0,Neutral
1570,1570,2593,2024-07-04,2,mar nyla,farida_abdelaziz,https://www.tiktok.com/@rhode/video/7387617396468518175,0.0,Neutral
1571,1571,2594,2024-07-04,3,need sprinkle shade also online plz,that_girl_tannaz,https://www.tiktok.com/@rhode/video/7387617396468518175,0.0,Neutral
1572,1572,2603,2024-07-04,1,rhode skin guys make wash face mask eye patches,whitetrashprincesss,https://www.tiktok.com/@rhode/video/7387617396468518175,0.0,Neutral
1573,1573,2604,2024-07-05,0,gon na put face proceeds put face,raquelito.com,https://www.tiktok.com/@rhode/video/7387617396468518175,0.0,Neutral
1574,1574,2605,2024-07-04,0,get rhode,giannaxinspo,https://www.tiktok.com/@rhode/video/7387617396468518175,0.0,Neutral
1575,1575,2608,2024-07-04,1,pop los angeles countries hailey bieber rhode skin,penelope.castro03,https://www.tiktok.com/@rhode/video/7387617396468518175,0.0,Neutral
1576,1576,2609,2024-07-04,1,good job restock azap,penelope.castro03,https://www.tiktok.com/@rhode/video/7387617396468518175,0.7,Strongly Positive
1577,1577,2610,2024-07-04,7,rhode skin needs sell phone stands fit lip cases,karolbrendaschweizer,https://www.tiktok.com/@rhode/video/7387829958716001579,0.4,Positive
1578,1578,2611,2024-07-04,33,blue rhode case,emily_gallo.main,https://www.tiktok.com/@rhode/video/7387829958716001579,0.0,Neutral
1579,1579,2612,2024-07-07,1,clara ruby,liv_gxxx,https://www.tiktok.com/@rhode/video/7387829958716001579,0.0,Neutral
1580,1580,2613,2024-07-04,4,rhode reply,.pinkgirl.dairy,https://www.tiktok.com/@rhode/video/7387829958716001579,0.0,Neutral
1581,1581,2614,2024-07-04,4,blue phone case,briannagrace___,https://www.tiktok.com/@rhode/video/7387829958716001579,0.0,Neutral
1582,1582,2618,2024-07-04,1,cutest look,rm.lifeverse,https://www.tiktok.com/@rhode/video/7387829958716001579,0.0,Neutral
1583,1583,2620,2024-07-11,0,ruby beloved,anzioc,https://www.tiktok.com/@rhode/video/7387829958716001579,0.7,Strongly Positive
1584,1584,2621,2024-07-08,0,waiting mine still,barbiegirl2121,https://www.tiktok.com/@rhode/video/7387829958716001579,0.0,Neutral
1585,1585,2622,2024-07-05,0,pls ship australia,chizle.com.au,https://www.tiktok.com/@rhode/video/7387829958716001579,0.0,Neutral
1586,1586,2623,2024-07-05,0,rhode heart,adybeauty77,https://www.tiktok.com/@rhode/video/7387829958716001579,0.0,Neutral
1587,1587,2624,2024-07-05,0,always purse,aleynaariana,https://www.tiktok.com/@rhode/video/7387829958716001579,0.0,Neutral
1588,1588,2634,2024-07-04,1,need respond emails instagram dms hollyflowerr ive trying get help regarding rancid lip tints phone case never arriving customer service good,hollyflowerr,https://www.tiktok.com/@rhode/video/7387829958716001579,0.7,Strongly Positive
1589,1589,2636,2024-07-04,0,reply dm ig email,catfishsaam,https://www.tiktok.com/@rhode/video/7387829958716001579,0.0,Neutral
1590,1590,2637,2024-07-04,1,happy lip contour pimple stickers coming hailey bieber rhode skin,penelope.castro03,https://www.tiktok.com/@rhode/video/7387829958716001579,0.8,Strongly Positive
1591,1591,2638,2024-07-04,7,thats fake,dancer.2girl,https://www.tiktok.com/@rhode/video/7387829958716001579,-0.5,Negative
1592,1592,2639,2024-07-04,1,look email pls rhode rhode skin hailey bieber,me.ry8,https://www.tiktok.com/@rhode/video/7387829958716001579,0.0,Neutral
1593,1593,2640,2024-07-03,204,partner sephora ulta purchase items store,louc_louc,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1594,1594,2641,2024-07-03,41,shade blush girl wearing,allboutcle,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1595,1595,2642,2024-07-03,106,pls ship rhode australia fomo,ezza17.03,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1596,1596,2643,2024-07-03,246,pls ph rhode philippines pls,niahjang,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1597,1597,2644,2024-07-04,68,please need nigeria,beyyy__2,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1598,1598,2645,2024-07-03,630,need sprinkle online please,moony55552222,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1599,1599,2646,2024-07-04,19,want road uae pls,cammmyb19,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1600,1600,2647,2024-07-04,172,amazing job tried rhode first time launch youve got obsessed wait see future rhode,destinyscribner,https://www.tiktok.com/@rhode/video/7387545464368827678,0.08750000000000002,Neutral
1601,1601,2650,2024-07-03,6,please ship poland,karoli_070,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1602,1602,2652,2024-07-04,4,stock takealot need blush,rapturehavingfun,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1603,1603,2653,2024-07-04,2,please brand reaches mexico mxico,ninileon97,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1604,1604,2654,2024-07-04,49,rhode ever coming australia,1lorrainet,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1605,1605,2656,2024-07-04,10,please miami,nyuves,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1606,1606,2657,2024-07-05,3,please fall rhode caselip collection,kkkkkatie20,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1607,1607,2658,2024-07-04,7,wish couldve made pop,livewjesst,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1608,1608,2659,2024-07-04,9,blush lip wearing please tell,nehalpatel710,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1609,1609,2660,2024-07-04,6,houston plz,kvtn30,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1610,1610,2661,2024-07-04,7,please bring limited edition ones back dying,brittney_bitch97,https://www.tiktok.com/@rhode/video/7387545464368827678,-0.03571428571428571,Neutral
1611,1611,2662,2024-07-04,10,need something south carolina got married,jennaneher,https://www.tiktok.com/@rhode/video/7387545464368827678,0.25,Positive
1612,1612,2663,2024-07-07,3,awesome congrats,loriakhter,https://www.tiktok.com/@rhode/video/7387545464368827678,1.0,Strongly Positive
1613,1613,2664,2024-07-04,6,please pop maui pls,_.kristel,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1614,1614,2666,2024-07-04,6,please put sprinkle online pop chicago,angcanales_,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1615,1615,2667,2024-07-03,7,los angeles next please,dayanabautista624,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1616,1616,2668,2024-07-04,6,please pop los angeles,michelle_s123,https://www.tiktok.com/@rhode/video/7387545464368827678,0.0,Neutral
1617,1617,2670,2024-07-06,4,colors gorgeous,03929mas,https://www.tiktok.com/@rhode/video/7387508896644091178,0.7,Strongly Positive
1618,1618,2671,2024-07-03,7,need rhode netherlands,vidsbmimii,https://www.tiktok.com/@rhode/video/7387508896644091178,0.0,Neutral
1619,1619,2672,2024-07-03,3,justice rhode europe,superrrsophie,https://www.tiktok.com/@rhode/video/7387508896644091178,0.0,Neutral
1620,1620,2674,2024-07-03,2,feels illegal early,elksws,https://www.tiktok.com/@rhode/video/7387508896644091178,-0.2,Negative
1621,1621,2675,2024-07-03,1,choose favorite maybe spicy marg blush,sonakaz,https://www.tiktok.com/@rhode/video/7387508896644091178,0.5,Strongly Positive
1622,1622,2676,2024-07-03,1,knit great recommend everyone,nehirinci513,https://www.tiktok.com/@rhode/video/7387508896644091178,0.8,Strongly Positive
1623,1623,2677,2024-07-03,0,rhode pls answer email,catfishsaam,https://www.tiktok.com/@rhode/video/7387508896644091178,0.0,Neutral
1624,1624,2678,2024-07-03,0,please extend rhode pop please,dreamhigh_____,https://www.tiktok.com/@rhode/video/7387508896644091178,0.0,Neutral
1625,1625,2679,2024-08-02,0,rhode singapore,nathaniaanns,https://www.tiktok.com/@rhode/video/7387508896644091178,0.0,Neutral
1626,1626,2680,2024-07-05,0,want rhode netherlands,pinkmakeupera,https://www.tiktok.com/@rhode/video/7387508896644091178,0.0,Neutral
1627,1627,2681,2024-07-03,0,need rhode europe europe europe,vikakipolucaroou01,https://www.tiktok.com/@rhode/video/7387508896644091178,0.0,Neutral
1628,1628,2682,2024-07-03,0,need rhode greece,christinaa_g,https://www.tiktok.com/@rhode/video/7387508896644091178,0.0,Neutral
1629,1629,2683,2024-07-09,0,one best shade dark skin,njs5sh,https://www.tiktok.com/@rhode/video/7387508896644091178,0.425,Positive
1630,1630,2684,2024-07-03,0,need al,jordynscott02,https://www.tiktok.com/@rhode/video/7387508896644091178,0.0,Neutral
1631,1631,2689,2024-07-03,1,rhode skin hailey bieber launch pop los angeles countries,penelope.castro03,https://www.tiktok.com/@rhode/video/7387508896644091178,0.0,Neutral
1632,1632,2691,2024-07-03,0,pop los angeles countries please hailey bieber rhode skin,penelope.castro03,https://www.tiktok.com/@rhode/video/7387508896644091178,0.0,Neutral
1633,1633,2699,2024-07-04,14,rhode bring back passion fruit lip peptides,k4seni,https://www.tiktok.com/@rhode/video/7387609270612659499,0.0,Neutral
1634,1634,2700,2024-07-04,7,finally ordered mine,princessypink,https://www.tiktok.com/@rhode/video/7387609270612659499,0.0,Neutral
1635,1635,2701,2024-07-04,5,first yes need sprinkle,nozyaf,https://www.tiktok.com/@rhode/video/7387609270612659499,0.25,Positive
1636,1636,2702,2024-07-04,1,rhode blu came mail today one came completely destroyed emailed dmd please help,lilmisszoe,https://www.tiktok.com/@rhode/video/7387609270612659499,0.1,Positive
1637,1637,2703,2024-07-04,2,pretty place another online order,sonakaz,https://www.tiktok.com/@rhode/video/7387609270612659499,0.25,Positive
1638,1638,2704,2024-07-04,1,hailey please extend shipping sweden,pasta.12345,https://www.tiktok.com/@rhode/video/7387609270612659499,0.0,Neutral
1639,1639,2705,2024-07-04,0,please bring back strawberry lip treatment,vsangelxox,https://www.tiktok.com/@rhode/video/7387609270612659499,0.0,Neutral
1640,1640,2707,2024-07-04,0,ahh need get duo,rm.lifeverse,https://www.tiktok.com/@rhode/video/7387609270612659499,0.0,Neutral
1641,1641,2710,2024-07-06,0,need set,alejandraxmrll,https://www.tiktok.com/@rhode/video/7387609270612659499,0.0,Neutral
1642,1642,2713,2024-07-05,0,kellykelz,mrsbigbite,https://www.tiktok.com/@rhode/video/7387609270612659499,0.0,Neutral
1643,1643,2717,2024-07-04,13,love pink tone,carolinacarbajal27,https://www.tiktok.com/@rhode/video/7387609270612659499,0.2,Positive
1644,1644,2722,2024-07-05,0,piggy jellybean would combo hailey please bring back jelly bean,abhapman,https://www.tiktok.com/@rhode/video/7387609270612659499,0.0,Neutral
1645,1645,2724,2024-07-04,1,jazmn,venegaspaola22,https://www.tiktok.com/@rhode/video/7387609270612659499,0.0,Neutral
1646,1646,2725,2024-07-04,1,people want sprinkle put website please hailey bieber rhode skin,penelope.castro03,https://www.tiktok.com/@rhode/video/7387609270612659499,0.0,Neutral
1647,1647,2726,2024-07-04,0,rhode indonesia please,shintaprat,https://www.tiktok.com/@rhode/video/7387609270612659499,0.0,Neutral
1648,1648,2727,2024-07-10,3,please come nashville,attackoftherach_face,https://www.tiktok.com/@rhode/video/7388185042469834030,0.0,Neutral
1649,1649,2728,2024-07-05,8,makes wan na order rhode never two weeks still order extremely said big fan completely ruined excitement blu lip,nikki.andrews,https://www.tiktok.com/@rhode/video/7388185042469834030,-0.05625,Neutral
1650,1650,2729,2024-07-05,8,bring pop london please,r450llll,https://www.tiktok.com/@rhode/video/7388185042469834030,0.0,Neutral
1651,1651,2731,2024-07-05,10,need stl,viv_004,https://www.tiktok.com/@rhode/video/7388185042469834030,0.0,Neutral
1652,1652,2732,2024-07-05,3,lovely pop pls bring sprinkle blush rhode website tho,sonakaz,https://www.tiktok.com/@rhode/video/7388185042469834030,0.5,Strongly Positive
1653,1653,2733,2024-07-05,4,rhode skin come london please,krst_nbeauty,https://www.tiktok.com/@rhode/video/7388185042469834030,0.0,Neutral
1654,1654,2738,2024-07-05,2,please come chicago,sarahusman_28,https://www.tiktok.com/@rhode/video/7388185042469834030,0.0,Neutral
1655,1655,2739,2024-07-05,1,need sprinkle online pls,anaflo122,https://www.tiktok.com/@rhode/video/7388185042469834030,0.0,Neutral
1656,1656,2740,2024-07-05,1,love hails,boutagain007,https://www.tiktok.com/@rhode/video/7388185042469834030,0.5,Strongly Positive
1657,1657,2741,2024-07-05,1,please come orange county california,lianaisabellakind,https://www.tiktok.com/@rhode/video/7388185042469834030,0.0,Neutral
1658,1658,2742,2024-07-08,0,sad came last day pm doors closed,ajah.michelle,https://www.tiktok.com/@rhode/video/7388185042469834030,-0.19999999999999998,Negative
1659,1659,2743,2024-07-12,0,would love get guys huge fan ordered shortcake garage spritz,willow_your_fav_blonde,https://www.tiktok.com/@rhode/video/7388185042469834030,0.45000000000000007,Positive
1660,1660,2744,2024-07-23,0,dubai pls,faiza371,https://www.tiktok.com/@rhode/video/7388185042469834030,0.0,Neutral
1661,1661,2745,2024-07-06,0,come kuwait,..jayjaysberryave,https://www.tiktok.com/@rhode/video/7388185042469834030,0.0,Neutral
1662,1662,2747,2024-07-05,2,rhode skin hailey bieber rhode spain,penelope.castro03,https://www.tiktok.com/@rhode/video/7388185042469834030,0.0,Neutral
1663,1663,2752,2024-07-05,6,come florida please,lilybeannn1,https://www.tiktok.com/@rhode/video/7388185042469834030,0.0,Neutral
1664,1664,2753,2024-07-05,6,please come atlanta,mckpreppyy,https://www.tiktok.com/@rhode/video/7388185042469834030,0.0,Neutral
1665,1665,2754,2024-07-07,4,come poland please,theyluvv_lenaaaaa,https://www.tiktok.com/@rhode/video/7388185042469834030,0.0,Neutral
1666,1666,2756,2024-07-06,6,guys restock watermelon slice please,uhhjocelynn,https://www.tiktok.com/@rhode/video/7388294267753598250,0.0,Neutral
1667,1667,2757,2024-07-06,6,restock ribbon toast,madisonnnngresh,https://www.tiktok.com/@rhode/video/7388294267753598250,0.0,Neutral
1668,1668,2758,2024-07-06,4,bought rhode personal seller asia got scammed one years savings guess dream owning even one rhode product life dream,haharierie,https://www.tiktok.com/@rhode/video/7388294267753598250,0.0,Neutral
1669,1669,2760,2024-07-06,2,current discount codes available rhode skin,lexglams,https://www.tiktok.com/@rhode/video/7388294267753598250,0.2,Positive
1670,1670,2761,2024-07-06,2,need om tik tol shop free shipping,marilopez4567908,https://www.tiktok.com/@rhode/video/7388294267753598250,0.4,Positive
1671,1671,2762,2024-07-05,2,first love rhode haileyy,arf_aey,https://www.tiktok.com/@rhode/video/7388294267753598250,0.375,Positive
