,Unnamed: 0,createTimeISO,Likes,text,uniqueId,videoWebUrl
0,0,2024-08-01,15,sprinkle restock,jane6122,https://www.tiktok.com/@rhode/video/7398218317787368735
1,1,2024-08-02,23,restock,tangerineskylight,https://www.tiktok.com/@rhode/video/7398218317787368735
2,2,2024-08-01,1,havent got confirmation email,smra.xs,https://www.tiktok.com/@rhode/video/7398218317787368735
3,3,2024-08-01,31,day asking restock toasted teddy,ellie_luvsu1,https://www.tiktok.com/@rhode/video/7398218317787368735
4,4,2024-08-02,20,restock pls,whoslinnyy,https://www.tiktok.com/@rhode/video/7398218317787368735
5,5,2024-08-01,9,guess wasnt meant get bc already sold,meganrizzz,https://www.tiktok.com/@rhode/video/7398218317787368735
6,6,2024-08-02,0,dose anyone know found rhode la stores name,goldiazn,https://www.tiktok.com/@rhode/video/7398218317787368735
7,7,2024-08-01,28,restock asp,stephanie0za,https://www.tiktok.com/@rhode/video/7398218317787368735
8,8,2024-08-02,14,restock sprinkle,sarapanwar99,https://www.tiktok.com/@rhode/video/7398218317787368735
9,9,2024-08-01,6,wait get mines website right time ordered sprinkle blu,sonakaz,https://www.tiktok.com/@rhode/video/7398218317787368735
10,10,2024-08-01,14,please bring back didnt get chance purchase,sofiarosvi,https://www.tiktok.com/@rhode/video/7398218317787368735
11,11,2024-08-01,32,sold,ohdiormodel,https://www.tiktok.com/@rhode/video/7398218317787368735
12,12,2024-08-01,7,restock sprinkle pls,acourtofsparkles,https://www.tiktok.com/@rhode/video/7398218317787368735
13,14,2024-08-01,5,restock please,mimisicons,https://www.tiktok.com/@rhode/video/7398218317787368735
14,16,2024-08-01,6,soo excited get mine,crystalc.bay,https://www.tiktok.com/@rhode/video/7398218317787368735
15,17,2024-08-02,5,went buy sprinkle second got email already sold begging restock,murphyshammermomma,https://www.tiktok.com/@rhode/video/7398218317787368735
16,18,2024-08-02,6,bring back pls,thenotoriousnef,https://www.tiktok.com/@rhode/video/7398218317787368735
17,19,2024-08-01,3,love color,eli01446,https://www.tiktok.com/@rhode/video/7398218317787368735
18,20,2024-08-01,2,got mine right,wicnevisnxksk78,https://www.tiktok.com/@rhode/video/7398218317787368735
19,21,2024-08-02,2,please restock toasted teddy,kellyliang00,https://www.tiktok.com/@rhode/video/7398218317787368735
20,22,2024-08-01,1,right shopping cart,hi_hej_hey,https://www.tiktok.com/@rhode/video/7398218317787368735
21,23,2024-08-01,2,rhode best,fernanda.gonzalez841,https://www.tiktok.com/@rhode/video/7398218317787368735
22,24,2024-08-01,2,love wait use pocket blow sprinkle first one order think,user3618012093324,https://www.tiktok.com/@rhode/video/7398218317787368735
23,25,2024-08-01,1,ordered sprinkle wait get,na.taty,https://www.tiktok.com/@rhode/video/7398218317787368735
24,26,2024-08-04,0,restock pls love shade much,amiurshawty,https://www.tiktok.com/@rhode/video/7398218317787368735
25,29,2024-08-03,0,pls bring rhode sephora greece pls,evakiii12_,https://www.tiktok.com/@rhode/video/7398218317787368735
26,30,2024-08-01,400,sold already guys make permanent,nonamestillaname,https://www.tiktok.com/@rhode/video/7398218065583885599
27,31,2024-08-01,133,please make blush permanent beautiful shade blush ever,miaardgs,https://www.tiktok.com/@rhode/video/7398218065583885599
28,32,2024-08-01,62,please make jellybean permanent,wasntfunnydidnotlaugh,https://www.tiktok.com/@rhode/video/7398218065583885599
29,33,2024-08-01,28,please restock,claudiiip,https://www.tiktok.com/@rhode/video/7398218065583885599
30,34,2024-08-01,14,hope restocks,rayofsunshinekatt,https://www.tiktok.com/@rhode/video/7398218065583885599
31,35,2024-08-01,4,many ppl would buy pls make available,aylaa.soltani,https://www.tiktok.com/@rhode/video/7398218065583885599
32,36,2024-08-01,7,please bring back jelly bean strawberry glaze make pearly baby pink blush please thank,cakeboppa,https://www.tiktok.com/@rhode/video/7398218065583885599
33,37,2024-08-01,40,yes yes ordered two,sonakaz,https://www.tiktok.com/@rhode/video/7398218065583885599
34,38,2024-08-01,20,sold around minutes bc thats attempted buy showing sold outhoping give us another chance,claudiapaige247,https://www.tiktok.com/@rhode/video/7398218065583885599
35,39,2024-08-01,5,excited able order sprinkle today thank,na.taty,https://www.tiktok.com/@rhode/video/7398218065583885599
36,40,2024-08-01,3,save money save money save money,beatriicae,https://www.tiktok.com/@rhode/video/7398218065583885599
37,41,2024-08-01,15,boyfriend got one excited,2litfairy,https://www.tiktok.com/@rhode/video/7398218065583885599
38,43,2024-08-01,3,pls restock,yesicapina,https://www.tiktok.com/@rhode/video/7398218065583885599
39,44,2024-08-02,3,restock begging,alexislkup,https://www.tiktok.com/@rhode/video/7398218065583885599
40,45,2024-08-01,6,gotten,mzzkari,https://www.tiktok.com/@rhode/video/7398218065583885599
41,46,2024-08-01,4,excited able order sprinkle looks like perfect shade,julesintheskyy,https://www.tiktok.com/@rhode/video/7398218065583885599
42,47,2024-08-02,1,bring rhode stores,semaarix3,https://www.tiktok.com/@rhode/video/7398218065583885599
43,48,2024-08-01,0,want rhode bad,preppyskincarelizzy233,https://www.tiktok.com/@rhode/video/7398218065583885599
44,50,2024-08-01,3,sad missed please make permanent buy,bellaaastewart,https://www.tiktok.com/@rhode/video/7398218065583885599
45,52,2024-08-02,2,got mine today already shipped wait,nollie813,https://www.tiktok.com/@rhode/video/7398218065583885599
46,53,2024-08-01,1,obsessed,soniaaapolackova,https://www.tiktok.com/@rhode/video/7398218065583885599
47,54,2024-08-01,2,secured bag,kaitlyn.elston7,https://www.tiktok.com/@rhode/video/7398218065583885599
48,55,2024-08-01,1,happy got,idk.ky,https://www.tiktok.com/@rhode/video/7398218065583885599
49,56,2024-08-01,2,got mine excited got two,crystalc.bay,https://www.tiktok.com/@rhode/video/7398218065583885599
50,57,2024-08-01,2,even name cute,yodeebs,https://www.tiktok.com/@rhode/video/7398218065583885599
51,58,2024-08-01,0,love rhode,lovelivelaugh266,https://www.tiktok.com/@rhode/video/7398218065583885599
52,59,2024-08-01,0,yay happy able get,thereandbackagn,https://www.tiktok.com/@rhode/video/7398218065583885599
53,60,2024-08-01,145,happy able snag website,bellaheree1,https://www.tiktok.com/@rhode/video/7398207245034523935
54,61,2024-08-01,85,right went checkout sold old bc bet people reselling,kenabananaaa,https://www.tiktok.com/@rhode/video/7398207245034523935
55,62,2024-08-01,47,need jelly bean,_pauli30,https://www.tiktok.com/@rhode/video/7398207245034523935
56,63,2024-08-01,45,sould congrats rhode,debbyflandess,https://www.tiktok.com/@rhode/video/7398207245034523935
57,64,2024-08-01,40,guys ever want something set alarm exactly minute usually like minute window itll deff unless something makes,ghoulishgourl,https://www.tiktok.com/@rhode/video/7398207245034523935
58,65,2024-08-01,14,able secure one set alarm everything,jenniferevangelina,https://www.tiktok.com/@rhode/video/7398207245034523935
59,66,2024-08-02,1,gorgeous,kelligerardi,https://www.tiktok.com/@rhode/video/7398207245034523935
60,67,2024-08-02,1,whats liner,laurennannn,https://www.tiktok.com/@rhode/video/7398207245034523935
61,68,2024-08-01,21,plz restock put limit,ccuffedjeans,https://www.tiktok.com/@rhode/video/7398207245034523935
62,69,2024-08-01,5,birkin,ufoghfosojqbw,https://www.tiktok.com/@rhode/video/7398207245034523935
63,70,2024-08-02,1,please restock work thanks bestie,hellofals,https://www.tiktok.com/@rhode/video/7398207245034523935
64,71,2024-08-02,1,love,glow_with_vee,https://www.tiktok.com/@rhode/video/7398207245034523935
65,72,2024-08-02,3,sprinkle needs permanent shade,rachel.blancarte,https://www.tiktok.com/@rhode/video/7398207245034523935
66,74,2024-08-01,4,happy got one sold,theetaylorsimone,https://www.tiktok.com/@rhode/video/7398207245034523935
67,75,2024-08-02,1,got sprinkle blush,cinthiayadira,https://www.tiktok.com/@rhode/video/7398207245034523935
68,76,2024-08-01,11,yes bought sprinkle,cashmoney2900,https://www.tiktok.com/@rhode/video/7398207245034523935
69,77,2024-08-01,5,secured,niquee_ramirez,https://www.tiktok.com/@rhode/video/7398207245034523935
70,78,2024-08-02,0,release rhode lip liner also pls,ronahtravels,https://www.tiktok.com/@rhode/video/7398207245034523935
71,79,2024-08-01,0,live laugh love rhode,strawvirisita,https://www.tiktok.com/@rhode/video/7398207245034523935
72,80,2024-08-02,1,fighting life getting one happy,usermz077,https://www.tiktok.com/@rhode/video/7398207245034523935
73,81,2024-08-01,1,sold fast,nycnicole,https://www.tiktok.com/@rhode/video/7398207245034523935
74,82,2024-08-01,1,need ready check sold need complete rhode collection rhode skin,la.bxarbie,https://www.tiktok.com/@rhode/video/7398207245034523935
75,83,2024-08-01,3,going pair sprinkle jelly bean lip tint,crystalc.bay,https://www.tiktok.com/@rhode/video/7398207245034523935
76,84,2024-08-01,1,rhode skin brush recommendations pair blu,ryansophiesmith,https://www.tiktok.com/@rhode/video/7398207245034523935
77,85,2024-08-01,1,happy,gleamhangers,https://www.tiktok.com/@rhode/video/7398207245034523935
78,86,2024-08-01,1,beautiful girlie,kristinaabeee,https://www.tiktok.com/@rhode/video/7398207245034523935
79,87,2024-08-01,3,lip liner gorgeous around,christinahfiedler,https://www.tiktok.com/@rhode/video/7398207245034523935
80,88,2024-08-01,3,cute,user3618012093324,https://www.tiktok.com/@rhode/video/7398207245034523935
81,89,2024-08-01,1,would cute customizable insta filter,hcombs,https://www.tiktok.com/@rhode/video/7398207245034523935
82,90,2024-08-01,1,early,my_name_is_anton1,https://www.tiktok.com/@rhode/video/7398218317787368735
83,92,2024-08-01,0,excited receive mine,pooperscooper280,https://www.tiktok.com/@rhode/video/7398218317787368735
84,93,2024-08-01,0,need,mia.ria7,https://www.tiktok.com/@rhode/video/7398218317787368735
85,94,2024-08-02,0,ship australia,ad.tuason,https://www.tiktok.com/@rhode/video/7398218317787368735
86,96,2024-08-02,1,bring backk,emeraldsimply,https://www.tiktok.com/@rhode/video/7398218317787368735
87,97,2024-08-01,0,nedd,jengiron07,https://www.tiktok.com/@rhode/video/7398218317787368735
88,98,2024-08-02,0,day asking ship australia,giselleelhassan,https://www.tiktok.com/@rhode/video/7398218317787368735
89,99,2024-08-02,0,please restock missed,tanyaaam,https://www.tiktok.com/@rhode/video/7398218317787368735
90,100,2024-08-03,0,love guys show swatches specific model representation,aachnge,https://www.tiktok.com/@rhode/video/7398218317787368735
91,101,2024-08-01,1,mad missed,fashion_heard,https://www.tiktok.com/@rhode/video/7398218317787368735
92,102,2024-08-02,1,petition iphone plus cases,personalitynumberone,https://www.tiktok.com/@rhode/video/7398218317787368735
93,103,2024-08-01,1,got mine,elizabethayalaaaa,https://www.tiktok.com/@rhode/video/7398218317787368735
94,104,2024-08-03,1,restock plz,madisonunger02,https://www.tiktok.com/@rhode/video/7398218317787368735
95,105,2024-08-02,1,wait sparkle,stephmirandaaa,https://www.tiktok.com/@rhode/video/7398218317787368735
96,106,2024-08-02,0,bring back pls sold quickk,whoslinnyy,https://www.tiktok.com/@rhode/video/7398218317787368735
97,108,2024-08-02,0,day asking phone case compatibile iphone,maxmara058,https://www.tiktok.com/@rhode/video/7398218317787368735
98,110,2024-08-04,0,pls bring back,_zkhanxo,https://www.tiktok.com/@rhode/video/7398218317787368735
99,115,2024-08-01,2,rhode,cinn4mon_giirl,https://www.tiktok.com/@rhode/video/7398218317787368735
100,117,2024-08-02,1,dang got spicy marg,shxyaanne,https://www.tiktok.com/@rhode/video/7398218065583885599
101,118,2024-08-02,1,please restock thr mauve duo,erinerinerineriner,https://www.tiktok.com/@rhode/video/7398218065583885599
102,119,2024-08-01,15,petition make sprinkle permanent,brooke.dee,https://www.tiktok.com/@rhode/video/7398218065583885599
103,120,2024-08-02,1,wait mine,janieee31,https://www.tiktok.com/@rhode/video/7398218065583885599
104,121,2024-08-02,1,bring back bring back please,cl444ire,https://www.tiktok.com/@rhode/video/7398218065583885599
105,122,2024-08-02,1,woke already sold,_bihhhhh,https://www.tiktok.com/@rhode/video/7398218065583885599
106,123,2024-08-02,1,got mine hehe,taylorhartmann_hair,https://www.tiktok.com/@rhode/video/7398218065583885599
107,124,2024-08-02,1,literally bought middle orthoist appointment needed get went stock,inessaakin,https://www.tiktok.com/@rhode/video/7398218065583885599
108,126,2024-08-01,1,got one,barbara_castillo19,https://www.tiktok.com/@rhode/video/7398218065583885599
109,127,2024-08-01,304,rhode need jellybean,brookie_2011,https://www.tiktok.com/@rhode/video/7397947439979810078
110,128,2024-07-31,976,jelly bean lip tint last year would match spinkle perfectly duo saying,cassie.hhh,https://www.tiktok.com/@rhode/video/7397947439979810078
111,129,2024-07-31,407,please restock jelly bean,sofiarosvi,https://www.tiktok.com/@rhode/video/7397947439979810078
112,130,2024-08-01,53,rhode need jelly bean back,kenzief60,https://www.tiktok.com/@rhode/video/7397947439979810078
113,131,2024-08-01,63,jellybean strawberry glaze,peymski,https://www.tiktok.com/@rhode/video/7397947439979810078
114,132,2024-08-01,4,rhode money,xoxochloe_08,https://www.tiktok.com/@rhode/video/7397947439979810078
115,133,2024-08-01,83,jellybeans turn,baby.dolliee,https://www.tiktok.com/@rhode/video/7397947439979810078
116,134,2024-08-01,17,want jellybean back,itsleora24,https://www.tiktok.com/@rhode/video/7397947439979810078
117,135,2024-08-01,27,bringing back jellybean would criminal point,electripinkcowgirl,https://www.tiktok.com/@rhode/video/7397947439979810078
118,136,2024-08-01,65,love rhode marketing,yodeebs,https://www.tiktok.com/@rhode/video/7397947439979810078
119,137,2024-08-01,1,bookie better hop thiss kalyn terrell,skyelercamille1,https://www.tiktok.com/@rhode/video/7397947439979810078
120,138,2024-08-01,45,jellybean plz,victoria20247,https://www.tiktok.com/@rhode/video/7397947439979810078
121,139,2024-08-01,31,jellybean please,reemas_s3,https://www.tiktok.com/@rhode/video/7397947439979810078
122,140,2024-08-01,25,bring back jellybean plz,banana_albooty,https://www.tiktok.com/@rhode/video/7397947439979810078
123,141,2024-08-01,8,jellybean pls,sho13ppl,https://www.tiktok.com/@rhode/video/7397947439979810078
124,142,2024-08-01,114,restock jellybean,jyliannaperez,https://www.tiktok.com/@rhode/video/7397947439979810078
125,143,2024-08-01,25,crying thought comeback jellybean,royasoartsy,https://www.tiktok.com/@rhode/video/7397947439979810078
126,145,2024-08-01,37,jelly bean strawberry peptide next rhode skin,mindurbusinessz,https://www.tiktok.com/@rhode/video/7397947439979810078
127,146,2024-08-01,62,bring jelly bean back,andreareneel,https://www.tiktok.com/@rhode/video/7397947439979810078
128,147,2024-08-01,17,please restock jellybean,taysirfarah,https://www.tiktok.com/@rhode/video/7397947439979810078
129,148,2024-08-01,6,need jellybean please,tsworldenjoy,https://www.tiktok.com/@rhode/video/7397947439979810078
130,150,2024-08-01,9,jellybean,pattysanch3z,https://www.tiktok.com/@rhode/video/7397947439979810078
131,151,2024-08-01,18,jelly bean pls thanks,dyllanlchukes,https://www.tiktok.com/@rhode/video/7397947439979810078
132,153,2024-08-01,3,rhode beg please bring back jelly bean ill buy eighty,sarina102811,https://www.tiktok.com/@rhode/video/7397947439979810078
133,155,2024-08-01,5,restock jelly bean,bhadbhhabbiiie,https://www.tiktok.com/@rhode/video/7397947439979810078
134,156,2024-07-31,33,part marketing team,thilicia.singh,https://www.tiktok.com/@rhode/video/7397947439979810078
135,157,2024-08-02,114,please limited edition color thing ive wanted rhode,rchahal777,https://www.tiktok.com/@rhode/video/7398205326908001566
136,158,2024-08-01,343,ive waiting sold,van.veronica,https://www.tiktok.com/@rhode/video/7398205326908001566
137,159,2024-08-01,268,already sold min,monikacordovaa,https://www.tiktok.com/@rhode/video/7398205326908001566
138,160,2024-08-01,14,pls restock make permanent,haniya_ahsan,https://www.tiktok.com/@rhode/video/7398205326908001566
139,161,2024-08-01,145,idk got,yagirlfanfan,https://www.tiktok.com/@rhode/video/7398205326908001566
140,162,2024-08-01,15,sold already,colorsoflifewithfakiha,https://www.tiktok.com/@rhode/video/7398205326908001566
141,163,2024-08-01,58,pls restock need like limited edition forever,joyilvu,https://www.tiktok.com/@rhode/video/7398205326908001566
142,164,2024-08-01,21,please need permanently,miaardgs,https://www.tiktok.com/@rhode/video/7398205326908001566
143,165,2024-08-01,38,going consider restocking,emeraldsimply,https://www.tiktok.com/@rhode/video/7398205326908001566
144,166,2024-08-01,15,sold please put,michaela_griffiths,https://www.tiktok.com/@rhode/video/7398205326908001566
145,168,2024-08-01,10,sold less minutes,entowmbed,https://www.tiktok.com/@rhode/video/7398205326908001566
146,169,2024-08-01,20,coins taken,allypazz,https://www.tiktok.com/@rhode/video/7398205326908001566
147,171,2024-08-01,19,ridiculous best selling yet still decide make limited edition,karlapmorales_,https://www.tiktok.com/@rhode/video/7398205326908001566
148,172,2024-08-01,3,gon na cry missed,crochetandmatcha,https://www.tiktok.com/@rhode/video/7398205326908001566
149,173,2024-08-01,3,sad late,larissa.martinez1,https://www.tiktok.com/@rhode/video/7398205326908001566
150,174,2024-08-01,6,idk whether buy,aerielduran,https://www.tiktok.com/@rhode/video/7398205326908001566
151,175,2024-08-01,6,realized minutes past got email panicked thinking would sold managed get one,13jennygarcia,https://www.tiktok.com/@rhode/video/7398205326908001566
152,177,2024-08-01,2,fact waiting blush shade moment check cart minutes later receive email order cancelled ridiculous ive huge fan rhode,rubijahawa,https://www.tiktok.com/@rhode/video/7398205326908001566
153,178,2024-08-01,4,missed,912archive,https://www.tiktok.com/@rhode/video/7398205326908001566
154,179,2024-08-01,2,even hungover managed get idea,biancadbeltran,https://www.tiktok.com/@rhode/video/7398205326908001566
155,180,2024-08-01,2,please bring back,rose_zaz,https://www.tiktok.com/@rhode/video/7398205326908001566
156,181,2024-08-01,2,make permanent please,gerystoyanova,https://www.tiktok.com/@rhode/video/7398205326908001566
157,183,2024-08-01,2,hailey theyre sold,oreosoggy,https://www.tiktok.com/@rhode/video/7398205326908001566
158,184,2024-08-01,3,sound literally bc sold could check,cindy_liz,https://www.tiktok.com/@rhode/video/7398205326908001566
159,185,2024-08-01,3,got excited,heavenmoonm,https://www.tiktok.com/@rhode/video/7398205326908001566
160,187,2024-08-01,1,noo thats fair wasnt able get one,diiiannnnaaaa1,https://www.tiktok.com/@rhode/video/7398207245034523935
161,189,2024-07-31,183,restock salty tan,euceren,https://www.tiktok.com/@rhode/video/7397666982872517919
162,190,2024-07-31,13,please restock salty tan,lysssaa_16,https://www.tiktok.com/@rhode/video/7397666982872517919
163,191,2024-07-31,64,salty tan toast wishlist,totallynotmel5,https://www.tiktok.com/@rhode/video/7397666982872517919
164,192,2024-08-03,11,please ship country,its.not.laya1,https://www.tiktok.com/@rhode/video/7397666982872517919
165,193,2024-07-31,7,ad salty tan website plz,_raip,https://www.tiktok.com/@rhode/video/7397666982872517919
166,195,2024-08-01,1,restock watermelon lip treatment begging,syd_thekidd7,https://www.tiktok.com/@rhode/video/7397666982872517919
167,196,2024-08-02,1,raspberry jelly goated,gabrielaxgissel,https://www.tiktok.com/@rhode/video/7397666982872517919
168,197,2024-08-01,1,pls make scented,lexi.popkin,https://www.tiktok.com/@rhode/video/7397666982872517919
169,198,2024-07-31,3,hailey bieber hailey love much love lip glosses theres good,grace.martinez96,https://www.tiktok.com/@rhode/video/7397666982872517919
170,201,2024-08-01,2,peach pit ribbon,lord_bentley_corbark,https://www.tiktok.com/@rhode/video/7397666982872517919
171,202,2024-07-31,8,want one,julianamorn,https://www.tiktok.com/@rhode/video/7397666982872517919
172,204,2024-07-31,2,got salty tan sleepy girl blush love want espresso ribbon,rituuu19,https://www.tiktok.com/@rhode/video/7397666982872517919
173,205,2024-08-03,1,please ship australia,maitilda,https://www.tiktok.com/@rhode/video/7397666982872517919
174,206,2024-07-31,2,need sephora,whotfiszeta,https://www.tiktok.com/@rhode/video/7397666982872517919
175,207,2024-08-03,1,restock salty tan please,4linj_,https://www.tiktok.com/@rhode/video/7397666982872517919
176,209,2024-07-31,2,aesthetic need one,vivacunningham3,https://www.tiktok.com/@rhode/video/7397666982872517919
177,210,2024-07-31,1,finally getting one ribbon birthday wait,xtallulahsecretacc1,https://www.tiktok.com/@rhode/video/7397666982872517919
178,212,2024-08-02,0,salty tantoast espresso love,prwttiest26,https://www.tiktok.com/@rhode/video/7397666982872517919
179,213,2024-08-01,0,need everything brand love love love,mia.ria7,https://www.tiktok.com/@rhode/video/7397666982872517919
180,214,2024-08-05,0,ughh need,userrgtrkbuh6k,https://www.tiktok.com/@rhode/video/7397666982872517919
181,215,2024-08-05,0,guava spritzespressopeach pitraspberry jelly fav shades,mahmoaoma08,https://www.tiktok.com/@rhode/video/7397666982872517919
182,216,2024-08-01,0,bought,jasper_boyd,https://www.tiktok.com/@rhode/video/7397666982872517919
183,217,2024-08-02,0,give one,aygulflow,https://www.tiktok.com/@rhode/video/7397666982872517919
184,218,2024-07-31,0,guava spritz fav,sonakaz,https://www.tiktok.com/@rhode/video/7397666982872517919
185,219,2024-07-31,13,need rhode mexico,krn_os,https://www.tiktok.com/@rhode/video/7397829701697424671
186,220,2024-07-31,4,live laugh live rhode,womanspeakstok,https://www.tiktok.com/@rhode/video/7397829701697424671
187,221,2024-07-31,5,rhode moisturizer good acne prone skin thinking trying bc products really good little hesitant one,vsangelxox,https://www.tiktok.com/@rhode/video/7397829701697424671
188,222,2024-07-31,3,wan na try bad,futuremrswhite,https://www.tiktok.com/@rhode/video/7397829701697424671
189,223,2024-07-31,3,wish could get gift,nurseblessingegoye,https://www.tiktok.com/@rhode/video/7397829701697424671
190,224,2024-07-31,1,first,moni_poni10,https://www.tiktok.com/@rhode/video/7397829701697424671
191,225,2024-07-31,1,get pr,journalstars15,https://www.tiktok.com/@rhode/video/7397829701697424671
192,226,2024-08-05,0,need glazing milk chefs kiss,thejans_review,https://www.tiktok.com/@rhode/video/7397829701697424671
193,227,2024-08-04,0,wants one really badly,beautybeyondbasics1,https://www.tiktok.com/@rhode/video/7397829701697424671
194,228,2024-08-01,0,place order,hlasekazi_07,https://www.tiktok.com/@rhode/video/7397829701697424671
195,229,2024-07-31,2,pop others countries please rhode skin hailey bieber sephora,penelope.castro03,https://www.tiktok.com/@rhode/video/7397829701697424671
196,234,2024-07-31,1,first girl,julia_isabella._,https://www.tiktok.com/@rhode/video/7397829701697424671
197,235,2024-07-31,1,need glazing milk,mia.ria7,https://www.tiktok.com/@rhode/video/7397829701697424671
198,236,2024-07-31,4,need sunscreen far important step skincare routine spf texture look glazing milk,hannasny,https://www.tiktok.com/@rhode/video/7397829701697424671
199,237,2024-07-31,2,glazing milk favorite step routine,arlynna_km,https://www.tiktok.com/@rhode/video/7397829701697424671
200,239,2024-08-04,0,please make face mask,natalexy33,https://www.tiktok.com/@rhode/video/7397829701697424671
201,241,2024-08-01,0,restockk,cloudy8188,https://www.tiktok.com/@rhode/video/7398218317787368735
202,243,2024-07-31,974,need unionize return jelly bean,simplyshaq,https://www.tiktok.com/@rhode/video/7397831957498891550
203,244,2024-07-31,527,please need rhode sephora,miaardgs,https://www.tiktok.com/@rhode/video/7397831957498891550
204,245,2024-07-31,254,pls bring back strawberry glaze passion fruit,olivia.beltrano,https://www.tiktok.com/@rhode/video/7397831957498891550
205,246,2024-07-31,54,salty tan watermelon peptide treatment restock,jackie.spamz12,https://www.tiktok.com/@rhode/video/7397831957498891550
206,247,2024-07-31,303,need jelly bean lip treatment,glennaxyc,https://www.tiktok.com/@rhode/video/7397831957498891550
207,248,2024-07-31,30,want jelly bean duo sprinkle,aestheticlifestyle.16,https://www.tiktok.com/@rhode/video/7397831957498891550
208,249,2024-07-31,18,staying limited,emily111111,https://www.tiktok.com/@rhode/video/7397831957498891550
209,250,2024-07-31,106,definitely duo jellybean lip gloss sprinkle itll best duo well jellybean back thank sprinkle website,user3618012093324,https://www.tiktok.com/@rhode/video/7397831957498891550
210,251,2024-07-31,110,goodness yay thank hearing us listening us queen wait try shade,angelina.antoine,https://www.tiktok.com/@rhode/video/7397831957498891550
211,252,2024-07-31,13,thought nyc exclusive,ash091721,https://www.tiktok.com/@rhode/video/7397831957498891550
212,253,2024-07-31,4,worldwide shipping pls hailey girl god sake,keyratira,https://www.tiktok.com/@rhode/video/7397831957498891550
213,254,2024-07-31,14,girl stood day line hours blocked,briinvxs,https://www.tiktok.com/@rhode/video/7397831957498891550
214,255,2024-07-31,8,way excited,thehotgirllifestyle,https://www.tiktok.com/@rhode/video/7397831957498891550
215,256,2024-07-31,5,fav shade,bellaswan246,https://www.tiktok.com/@rhode/video/7397831957498891550
216,258,2024-07-31,3,sparkly,.jade.evans,https://www.tiktok.com/@rhode/video/7397831957498891550
217,259,2024-07-31,45,girl shitting right wan na pay shipping ugh,sandrragomez,https://www.tiktok.com/@rhode/video/7397831957498891550
218,260,2024-07-31,1,yayy birthday gift,wowzersabby,https://www.tiktok.com/@rhode/video/7397831957498891550
219,261,2024-07-31,0,jodielouise,livpirie,https://www.tiktok.com/@rhode/video/7397831957498891550
220,262,2024-07-31,3,pretty shade,janettedais,https://www.tiktok.com/@rhode/video/7397831957498891550
221,263,2024-07-31,19,get jellybean stock,yeseniaott,https://www.tiktok.com/@rhode/video/7397831957498891550
222,264,2024-07-31,19,jelly bean please,alexandracruzz,https://www.tiktok.com/@rhode/video/7397831957498891550
223,265,2024-07-31,26,bring back jelly bean ans strawberry glaze,.victoriassecrettangel,https://www.tiktok.com/@rhode/video/7397831957498891550
224,266,2024-07-31,10,jelly bean lip tint plz,nayamachuca,https://www.tiktok.com/@rhode/video/7397831957498891550
225,268,2024-07-31,3,absolute dream,alejandraxmrll,https://www.tiktok.com/@rhode/video/7397831957498891550
226,269,2024-07-31,2,amelianash acc anymore,eimaanjaleel,https://www.tiktok.com/@rhode/video/7397831957498891550
227,270,2024-08-01,1,god thank much rhode guys best,user3618012093324,https://www.tiktok.com/@rhode/video/7397831957498891550
228,271,2024-07-31,3,restock salty tan sleepy girl duo please,sourpatchkids07,https://www.tiktok.com/@rhode/video/7397831957498891550
229,272,2024-07-31,1,need sprinkle jellybean combo,hanachiimarii,https://www.tiktok.com/@rhode/video/7397831957498891550
230,274,2024-08-01,1,ordered love existing shades peptide lip tints,amry5100,https://www.tiktok.com/@rhode/video/7398218065583885599
231,276,2024-08-01,0,stunning,sleepygoose,https://www.tiktok.com/@rhode/video/7398218065583885599
232,277,2024-08-01,0,perfection,jessicadspaixao,https://www.tiktok.com/@rhode/video/7398218065583885599
233,278,2024-07-29,4,pls make makeup bag,elliee.reed,https://www.tiktok.com/@rhode/video/7396742478075923755
234,281,2024-07-28,2,lip liner,your_n.1_comfort,https://www.tiktok.com/@rhode/video/7396742478075923755
235,284,2024-07-28,2,thats music,ketabugadze,https://www.tiktok.com/@rhode/video/7396742478075923755
236,286,2024-07-29,0,love look,scrtlfstyl,https://www.tiktok.com/@rhode/video/7396742478075923755
237,288,2024-07-28,1,white pink packaging,nessa34781,https://www.tiktok.com/@rhode/video/7396742478075923755
238,289,2024-07-28,1,please bring back passion fruit jelly,nessa34781,https://www.tiktok.com/@rhode/video/7396742478075923755
239,290,2024-07-28,1,bring back white pink packaging,nessa34781,https://www.tiktok.com/@rhode/video/7396742478075923755
240,293,2024-07-28,2,need find rhode produts asap,user092847524,https://www.tiktok.com/@rhode/video/7396742478075923755
241,294,2024-07-28,1,tercera,1dk.stefy,https://www.tiktok.com/@rhode/video/7396742478075923755
242,295,2024-07-28,3,pls bring back salty tan,itsslxah,https://www.tiktok.com/@rhode/video/7396742478075923755
243,298,2024-07-28,1,pretty,cruxhedcherry,https://www.tiktok.com/@rhode/video/7396742478075923755
244,299,2024-07-28,1,hi,straykidslover244,https://www.tiktok.com/@rhode/video/7396742478075923755
245,300,2024-07-28,2,rhode skin hailey bieber sephora,penelope.castro03,https://www.tiktok.com/@rhode/video/7396742478075923755
246,301,2024-07-28,2,pierwsza,r.e.m.comm,https://www.tiktok.com/@rhode/video/7396742478075923755
